"","Students.Weeks.4.and.5","Students.Weeks.1.and.2","Adults.Weeks.1.and.2","Type.of.School","BHA.Incidence.Weeks.1.and.2.x1000","CODCENTRE","BHA","SR","Enrolled.Students","Students.Weeks.1.2.and.3","TOTAL.Weeks.1.and.2","Exposed","BHA.Incidence.Weeks.1.and.2","TOTAL.Weeks.4.and.5","Students.Week.4","Students.Week.5","Students.Week.3","Students.Weeks.1.to.4","Confined.Students.Week.2","Confined.Students.Week.3","Confined.Students.Week.5","Educational.Levels","Any.Case.in.Weeks.4.and.5","ABS.Incidence.Weeks.1.and.2.CUT","ABS.harvard","ABS.harvard.ALL","Exposure.to.Any.Weeks.1.and.2","Exposure.to.Students.Weeks.1.and.2","Exposure.to.Adults.Weeks.1.and.2"
"1701",0,0,0,"Public Primary 3-12",1.28808243727599,"25002672","135","61",228,0,0,FALSE,128.808243727599,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1702",1,0,0,"Public Secondary 12-16+",1.04655219194542,"25002684","136","61",633,0,0,FALSE,104.655219194542,1,1,0,0,1,0,0,0,"ESO BATX",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1703",0,0,0,"Public Secondary 12-16+",1.04655219194542,"25002696","136","61",872,3,0,FALSE,104.655219194542,0,0,0,3,3,0,110,0,"ESO BATX",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1704",1,0,0,"Public Secondary 12-16+",1.32328404579713,"25002726","379","61",713,0,0,FALSE,132.328404579713,2,1,0,0,1,0,0,3,"ESO BATX CFPM AA03 CFPS PFI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1705",1,1,0,"Public Secondary 12-16+",1.04655219194542,"25002787","136","61",768,1,1,TRUE,104.655219194542,1,1,0,0,2,20,20,20,"ESO BATX CFPM AA03 CFPS TEGM TEGS",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"1706",0,0,0,"Public Secondary 12-16+",1.04655219194542,"25002799","136","61",1161,0,0,FALSE,104.655219194542,0,0,0,0,0,0,0,8,"ESO BATX CFPM AA03 CFPS PFI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1707",0,0,0,"Public Primary 3-12",1.40449438202247,"25002854","138","61",73,0,0,FALSE,140.449438202247,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1708",0,0,0,"Public Primary 3-12",2.35162374020157,"25002921","334","61",72,0,0,FALSE,235.162374020157,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1709",0,0,0,"Public Primary 3-12",2.26586102719033,"25002957","007","71",76,0,0,FALSE,226.586102719033,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1710",1,0,0,"Public Primary 3-12",1.34436946436103,"25002970","161","61",236,0,0,FALSE,134.436946436103,1,0,1,0,0,0,0,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1711",0,0,0,"Public Primary 3-12",2.776492364646,"25002982","236","67",19,0,0,FALSE,277.6492364646,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1712",0,0,0,"Public Primary 3-12",0,"25003019","129","61",27,0,0,FALSE,0,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","[0,14]",FALSE,FALSE,FALSE
"1713",0,0,0,"Public Primary 3-12",0.680387821058003,"25003032","174","71",25,0,0,FALSE,68.0387821058003,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1714",0,0,0,"Public Primary 3-12",1.23289360128221,"25003056","233","71",12,0,0,FALSE,123.289360128221,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1715",0,0,0,"Public Primary 3-12",2.776492364646,"25003093","236","67",18,0,0,FALSE,277.6492364646,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1716",0,0,0,"Public Primary 3-12",0.588235294117647,"25003111","232","61",37,0,0,FALSE,58.8235294117647,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1717",1,0,0,"Public Primary 3-12",0.588235294117647,"25003123","232","61",68,0,0,FALSE,58.8235294117647,1,1,0,0,1,0,0,0,"EINF1C EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1718",0,0,0,"Public Primary 3-12",4.09602507479698,"25003135","014","61",35,0,0,FALSE,409.602507479698,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1719",0,0,0,"Public Primary 3-12",1.34436946436103,"25003147","161","61",144,0,0,FALSE,134.436946436103,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1720",0,0,0,"Public Primary 3-12",4.09602507479698,"25003238","014","61",17,0,0,FALSE,409.602507479698,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1721",0,0,0,"Public Primary 3-12",4.09602507479698,"25003241","014","61",20,0,0,FALSE,409.602507479698,0,0,0,0,0,0,0,0,"EINF1C EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1722",0,0,0,"Public Primary 3-12",1.23289360128221,"25003263","233","71",9,0,0,FALSE,123.289360128221,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1723",0,0,1,"Public Primary 3-12",1.23289360128221,"25003275","233","71",44,0,1,FALSE,123.289360128221,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",TRUE,FALSE,TRUE
"1724",0,0,0,"Public Primary 3-12",1.23289360128221,"25003299","233","71",89,0,0,FALSE,123.289360128221,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1725",0,0,0,"Public Primary 3-12",0.133725595078898,"25003305","329","61",37,0,0,FALSE,13.3725595078898,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","[0,14]",FALSE,FALSE,FALSE
"1726",0,0,0,"Public Primary 3-12",2.776492364646,"25003330","236","67",34,0,0,FALSE,277.6492364646,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1727",0,0,0,"Public Primary 3-12",0,"25003469","169","71",60,0,0,FALSE,0,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","[0,14]",FALSE,FALSE,FALSE
"1728",0,0,0,"Public Primary 3-12",4.09602507479698,"25003470","014","61",48,0,0,FALSE,409.602507479698,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1729",0,0,0,"Public Primary 3-12",4.09602507479698,"25003482","014","61",30,0,0,FALSE,409.602507479698,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1730",0,0,0,"Public Primary 3-12",1.34436946436103,"25003494","161","61",184,0,0,FALSE,134.436946436103,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1731",0,0,0,"Public Primary 3-12",3.56478611283323,"25003500","001","61",34,0,0,FALSE,356.478611283323,0,0,0,0,0,0,0,0,"EINF1C EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1732",0,0,0,"Public Primary 3-12",2.776492364646,"25003536","236","67",6,0,0,FALSE,277.6492364646,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1733",0,0,0,"Public Primary 3-12",4.09602507479698,"25003551","014","61",28,0,0,FALSE,409.602507479698,0,0,0,0,0,0,0,0,"EINF1C EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1734",0,0,0,"Public Primary 3-12",0,"25003585","169","71",14,0,0,FALSE,0,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","[0,14]",FALSE,FALSE,FALSE
"1735",0,0,0,"Public Primary 3-12",2.776492364646,"25003627","236","67",7,0,0,FALSE,277.6492364646,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1736",0,0,0,"Public Primary 3-12",1.34436946436103,"25003652","161","61",49,0,0,FALSE,134.436946436103,0,0,0,0,0,0,0,0,"EINF1C EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1737",0,0,0,"Public Primary 3-12",0,"25003676","129","61",9,0,0,FALSE,0,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","[0,14]",FALSE,FALSE,FALSE
"1738",1,0,0,"Public Primary 3-12",0.236071765816808,"25003688","179","71",270,0,0,FALSE,23.6071765816808,1,0,1,0,0,0,0,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1739",0,0,0,"Public Primary 3-12",0.552181115405853,"25003718","181","61",255,0,0,FALSE,55.2181115405853,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1740",0,0,0,"Public Primary 3-12",0.289687137891078,"25003755","180","71",203,0,0,FALSE,28.9687137891078,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1741",0,0,0,"Public Primary 3-12",0.924486279783166,"25003792","141","61",32,0,0,FALSE,92.4486279783166,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1742",0,0,0,"Public Primary 3-12",4.05651140019583,"25003809","081","61",29,0,0,FALSE,405.651140019583,0,0,0,0,0,0,0,0,"EINF1C EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1743",0,0,0,"Public Primary 3-12",3.56478611283323,"25003810","001","61",18,0,0,FALSE,356.478611283323,0,0,0,0,0,0,0,0,"EINF1C EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1744",0,0,0,"Public Primary 3-12",3.56478611283323,"25003822","001","61",7,0,0,FALSE,356.478611283323,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1745",0,0,0,"Public Primary 3-12",10.0336494340777,"25003846","103","71",13,0,0,FALSE,1003.36494340777,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1746",0,0,0,"Public Primary 3-12",3.56478611283323,"25003858","001","61",12,0,0,FALSE,356.478611283323,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1747",0,0,0,"Public Primary 3-12",0.133725595078898,"25003861","329","61",100,0,0,FALSE,13.3725595078898,1,0,0,0,0,1,1,1,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","[0,14]",FALSE,FALSE,FALSE
"1748",0,0,0,"Public Primary 3-12",0.680387821058003,"25003871","174","71",42,0,0,FALSE,68.0387821058003,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1749",0,0,0,"Public Primary 3-12",0.680387821058003,"25003895","174","71",43,0,0,FALSE,68.0387821058003,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1750",0,0,0,"Public Primary 3-12",1.23289360128221,"25003950","233","71",39,0,0,FALSE,123.289360128221,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1751",0,0,0,"Public Primary 3-12",2.776492364646,"25003974","236","67",20,0,0,FALSE,277.6492364646,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1752",0,0,0,"Public Primary 3-12",0.924486279783166,"25004000","141","61",275,0,0,FALSE,92.4486279783166,2,0,0,0,0,0,0,14,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1753",0,0,0,"Public Primary 3-12",0.552181115405853,"25004024","181","61",18,0,0,FALSE,55.2181115405853,0,0,0,0,0,0,0,0,"EINF1C EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1754",1,0,0,"Public Primary 3-12",1.6355589763325,"25004036","106","61",118,0,0,FALSE,163.55589763325,1,1,0,0,1,6,6,2,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1755",0,0,0,"Public Primary 3-12",1.6355589763325,"25004073","106","61",76,0,0,FALSE,163.55589763325,1,0,0,0,0,0,0,0,"EINF1C EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1756",0,1,0,"Public Primary 3-12",1.6355589763325,"25004085","106","61",46,1,1,TRUE,163.55589763325,0,0,0,0,1,1,0,1,"EINF1C EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"1757",0,0,0,"Public Primary 3-12",4.05651140019583,"25004103","081","61",50,0,0,FALSE,405.651140019583,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1758",0,0,0,"Public Primary 3-12",0.133725595078898,"25004115","329","61",13,0,0,FALSE,13.3725595078898,0,0,0,0,0,0,0,0,"EINF1C EINF2C EPRI",FALSE,"[0,140]","[0,140]","[0,14]",FALSE,FALSE,FALSE
"1759",1,0,0,"Public Primary 3-12",1.23289360128221,"25004140","233","71",418,0,0,FALSE,123.289360128221,1,1,0,0,1,0,0,13,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1760",1,1,1,"Public Secondary 12-16+",1.23289360128221,"25004188","233","71",778,1,2,TRUE,123.289360128221,4,1,0,0,2,0,0,56,"ESO BATX CFPM AA03 CFPS IFE",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,TRUE
"1761",0,0,0,"Public Primary 3-12",0.588235294117647,"25004218","232","61",185,0,0,FALSE,58.8235294117647,0,0,0,0,0,0,0,19,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1762",0,0,0,"Public Primary 3-12",1.34436946436103,"25004221","161","61",71,0,0,FALSE,134.436946436103,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1763",0,0,0,"Public Primary 3-12",0,"25004231","129","61",22,0,0,FALSE,0,1,0,0,0,0,0,0,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","[0,14]",FALSE,FALSE,FALSE
"1764",0,1,0,"Public Primary 3-12",2.776492364646,"25004243","236","67",411,1,1,TRUE,277.6492364646,0,0,0,0,1,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"1765",0,0,0,"Public Primary 3-12",0.569313976658127,"25004395","002","61",203,0,0,FALSE,56.9313976658127,1,0,0,0,0,0,0,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1766",0,0,0,"Public Primary 3-12",0.133725595078898,"25004401","329","61",55,0,0,FALSE,13.3725595078898,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","[0,14]",FALSE,FALSE,FALSE
"1767",0,0,0,"Public Primary 3-12",0.133725595078898,"25004413","329","61",24,0,0,FALSE,13.3725595078898,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","[0,14]",FALSE,FALSE,FALSE
"1768",0,0,0,"Public Primary 3-12",1.21956348038185,"25004462","245","61",447,0,0,FALSE,121.956348038185,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1769",0,2,0,"Public Secondary 12-16+",1.21956348038185,"25004498","245","61",519,2,2,TRUE,121.956348038185,0,0,0,0,2,21,21,0,"ESO BATX",FALSE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"1770",0,0,0,"Public Primary 3-12",1.21956348038185,"25004531","245","61",457,0,0,FALSE,121.956348038185,0,0,0,0,0,0,23,29,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1771",0,0,0,"Public Primary 3-12",4.09602507479698,"25004565","014","61",94,0,0,FALSE,409.602507479698,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1772",0,0,0,"Public Primary 3-12",0.680387821058003,"25004577","174","71",6,0,0,FALSE,68.0387821058003,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1773",0,0,0,"Public Primary 3-12",0.147732309055991,"25004607","088","67",87,0,0,FALSE,14.7732309055991,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1774",0,0,0,"Public Primary 3-12",1.21956348038185,"25004644","245","61",74,0,0,FALSE,121.956348038185,0,0,0,0,0,0,0,0,"EINF1C EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1775",0,0,0,"Public Primary 3-12",0.133725595078898,"25004656","329","61",12,0,0,FALSE,13.3725595078898,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","[0,14]",FALSE,FALSE,FALSE
"1776",0,0,0,"Public Primary 3-12",0.924486279783166,"25004711","141","61",509,1,0,FALSE,92.4486279783166,0,0,0,1,1,0,24,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1777",0,0,0,"Public Primary 3-12",1.34436946436103,"25004723","161","61",191,0,0,FALSE,134.436946436103,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1778",1,0,0,"Public Primary 3-12",0.569313976658127,"25004747","002","61",140,0,0,FALSE,56.9313976658127,1,1,0,0,1,0,0,14,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1779",0,0,0,"Public Primary 3-12",0.924486279783166,"25004759","141","61",10,0,0,FALSE,92.4486279783166,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1780",0,0,0,"Public Primary 3-12",1.86058050111635,"25004772","259","71",408,0,0,FALSE,186.058050111635,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1781",0,0,0,"Public Primary 3-12",1.23289360128221,"25004826","233","71",10,0,0,FALSE,123.289360128221,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1782",0,0,0,"Public Primary 3-12",4.09602507479698,"25004851","014","61",120,0,0,FALSE,409.602507479698,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1783",0,0,0,"Public Primary 3-12",1.21956348038185,"25004863","245","61",63,0,0,FALSE,121.956348038185,0,0,0,0,0,0,0,0,"EINF1C EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1784",1,0,0,"Public Primary 3-12",2.26586102719033,"25004929","007","71",488,1,0,FALSE,226.586102719033,1,1,0,1,2,0,20,0,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1785",0,0,0,"Public Primary 3-12",1.21956348038185,"25004966","245","61",66,0,0,FALSE,121.956348038185,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1786",0,0,0,"Public Primary 3-12",0.289687137891078,"25004981","180","71",39,0,0,FALSE,28.9687137891078,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1787",0,0,0,"Public Primary 3-12",1.34436946436103,"25005016","161","61",127,0,0,FALSE,134.436946436103,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1788",0,0,0,"Public Primary 3-12",0.494926998267755,"25005053","012","61",28,0,0,FALSE,49.4926998267755,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1789",0,0,0,"Public Primary 3-12",0.924486279783166,"25005065","141","61",64,0,0,FALSE,92.4486279783166,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1790",0,0,0,"Public Primary 3-12",1.34436946436103,"25005077","161","61",71,0,0,FALSE,134.436946436103,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1791",0,0,0,"Public Primary 3-12",0.924486279783166,"25005090","141","61",81,0,0,FALSE,92.4486279783166,0,0,0,0,0,0,0,0,"EINF1C EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1792",0,0,0,"Public Primary 3-12",1.25976316452507,"25005107","086","61",33,0,0,FALSE,125.976316452507,0,0,0,0,0,0,0,0,"EINF1C EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1793",0,0,0,"Public Primary 3-12",4.3442283822921,"25005119","003","61",197,0,0,FALSE,434.42283822921,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"1794",0,1,0,"Public Primary 3-12",4.3442283822921,"25005120","003","61",243,1,1,TRUE,434.42283822921,0,0,0,0,1,19,19,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",TRUE,TRUE,FALSE
"1795",0,0,0,"Public Primary 3-12",0,"25005132","169","71",137,0,0,FALSE,0,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","[0,14]",FALSE,FALSE,FALSE
"1796",0,0,0,"Public Primary 3-12",0.680387821058003,"25005144","174","71",281,0,0,FALSE,68.0387821058003,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1797",0,0,0,"Public Primary 3-12",1.34436946436103,"25005171","161","61",389,1,0,FALSE,134.436946436103,0,0,0,1,1,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1798",0,2,0,"Public Secondary 12-16+",3.56478611283323,"25005260","001","61",306,2,2,TRUE,356.478611283323,0,0,0,0,2,1,1,49,"ESO BATX CFPM",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",TRUE,TRUE,FALSE
"1799",0,0,0,"Public Secondary 12-16+",0.494926998267755,"25005429","012","61",242,1,0,FALSE,49.4926998267755,0,0,0,1,1,0,0,0,"ESO BATX CFPM",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1800",0,0,1,"Public Primary 3-12",1.04655219194542,"25005430","136","61",320,0,1,FALSE,104.655219194542,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",TRUE,FALSE,TRUE
"1801",2,0,0,"Public Secondary 12-16+",2.776492364646,"25005454","236","67",548,0,0,FALSE,277.6492364646,3,0,2,0,0,0,1,34,"ESO BATX CFPM AA03 CFPS PFI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1802",1,0,0,"Public Primary 3-12",1.23289360128221,"25005533","233","71",292,2,0,FALSE,123.289360128221,6,0,1,2,2,0,0,69,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1803",0,1,0,"Public Primary 3-12",1.34436946436103,"25005545","161","61",443,1,1,TRUE,134.436946436103,0,0,0,0,1,7,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"1804",3,0,0,"Public Secondary 12-16+",1.34436946436103,"25005582","161","61",415,1,0,FALSE,134.436946436103,4,2,1,1,3,2,1,7,"ESO BATX",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1805",0,0,0,"Public Primary 3-12",1.61107464645862,"25005673","140","61",294,0,0,FALSE,161.107464645862,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1806",3,0,0,"Public Secondary 12-16+",1.6355589763325,"25005685","106","61",613,1,0,FALSE,163.55589763325,3,2,1,1,3,0,0,21,"ESO BATX CFPM AA03 CFPS",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1807",1,2,0,"Public Secondary 12-16+",4.09602507479698,"25005727","014","61",494,2,2,TRUE,409.602507479698,1,0,1,0,2,0,2,2,"ESO BATX CFPM AA03 CFPS PFI",TRUE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",TRUE,TRUE,FALSE
